1970
2020
1882
1960
1996
1770
1902
1932
1652
1837
1929
1710
2195
1670
1849
1894
1726
1868
1923
1658
1882
2026
1771
2025
1972
1657
1845
1997
1668
1866
1925
1646
1826
1968
1819
2104
1967
1841
1847
1909
1648
1829
1931
1653
1874
1953
1656
1859
1940
1680
1828
1964
1732
1905
1910
1668
2263
1629
1790
1883
1625
2146
1624
1812
1917
1629
2145
1655
1886
1976
1651
1834
1947
1624
1881
1893
1613
1817
1918
1640
2093
2187
1851
1980
2091
1789
1981
2029
1979
1992
2053
1764
1829
2007
1853
1948
1965
1747
1943
2250
